iter	Logloss
0	0.5784462495
1	0.4713998341
2	0.3800016992
3	0.3241568195
4	0.281157437
5	0.2441492203
6	0.2062079375
7	0.1777457822
8	0.1571078467
9	0.142041187
10	0.1314120286
11	0.1225620064
12	0.1155259535
13	0.1098197779
14	0.1047954539
15	0.1023163735
16	0.0994826935
17	0.09643593075
18	0.09278457017
19	0.09003771921
20	0.08788756555
21	0.0869271243
22	0.08490678898
23	0.08335937792
24	0.08177448502
25	0.08121062044
26	0.08020512776
27	0.07964278325
28	0.07905088782
29	0.07863395502
30	0.07806863171
31	0.07774644113
32	0.07694769181
33	0.0760455023
34	0.0758396863
35	0.07538631605
36	0.07477391554
37	0.07419048019
38	0.07365499782
39	0.07353425718
40	0.07330890975
41	0.07301218244
42	0.07250467934
43	0.07225936754
44	0.0719514527
45	0.07185592516
46	0.07165270188
47	0.07145669699
48	0.07125579273
49	0.07116382401
50	0.07091817931
51	0.07077525888
52	0.07068416949
53	0.07046842061
54	0.0703392875
55	0.07012097256
56	0.06995917373
57	0.06976832565
58	0.06968111245
59	0.06950879901
60	0.06938611179
61	0.06923085716
62	0.06915335103
63	0.06906438858
64	0.06889402061
65	0.06874529863
66	0.06867696756
67	0.06851447135
68	0.06841546195
69	0.06836477957
70	0.06825983225
71	0.0682140807
72	0.06814475625
73	0.06803955649
74	0.06794981868
75	0.06787848508
76	0.0676972229
77	0.06758357803
78	0.06748956123
79	0.06740907758
80	0.06725184019
81	0.06717802869
82	0.06708814157
83	0.06694867339
84	0.06687238247
85	0.06679318532
86	0.0667330592
87	0.06661588422
88	0.06655818009
89	0.06647620297
90	0.06640188708
91	0.06631874881
92	0.06625281646
93	0.06618498144
94	0.06610395714
95	0.0660422623
96	0.0659898437
97	0.06590071937
98	0.06578859858
99	0.0657061751
100	0.06557541466
101	0.06549222174
102	0.06539905676
103	0.06527568227
104	0.06516246929
105	0.06507361641
106	0.06503060547
107	0.06494919088
108	0.0648076361
109	0.06478621193
110	0.0646860882
111	0.06459683893
112	0.06452912014
113	0.06442738206
114	0.06438793528
115	0.06435616705
116	0.06420487526
117	0.06410081349
118	0.063982409
119	0.06391787736
120	0.06385745726
121	0.06381445556
122	0.0637379991
123	0.06370056904
124	0.06364631664
125	0.06359696271
126	0.06358141388
127	0.0635186192
128	0.0634401157
129	0.06339687909
130	0.06333957543
131	0.06328043874
132	0.06323081103
133	0.06319729178
134	0.06309817599
135	0.06303389987
136	0.06299743436
137	0.06298312129
138	0.06284381695
139	0.0628176189
140	0.06267878565
141	0.06264332122
142	0.0625519844
143	0.06250051329
144	0.06246374318
145	0.06235626859
146	0.06234161472
147	0.06224330347
148	0.06211461148
149	0.06208022663
150	0.06200458757
151	0.06193378492
152	0.06188902328
153	0.0618072779
154	0.06176790408
155	0.06170914068
156	0.06167555725
157	0.06163240935
158	0.06159900064
159	0.06157395366
160	0.06149670845
161	0.06145870558
162	0.06141431915
163	0.06136463324
164	0.06128895443
165	0.06126527838
166	0.06123767
167	0.06117353474
168	0.06115484705
169	0.06111796515
170	0.06105357234
171	0.06100693704
172	0.06098228193
173	0.06092326134
174	0.06088295256
175	0.06083497734
176	0.06077048435
177	0.060732609
178	0.06070950516
179	0.06065549128
180	0.06060662861
181	0.06058903809
182	0.06054998932
